         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 nanops.py:52(disallow)
        1    0.000    0.000    0.000    0.000 accessor.py:25(SparseAccessor)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:760(ZipExtFile)
        1    0.000    0.000    0.000    0.000 html.py:521(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:2473(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:4128(WORMTable)
        1    0.000    0.000    0.000    0.000 workbook.py:1529(_prepare_tables)
        1    0.000    0.000    0.000    0.000 workbook.py:1543(_add_chart_data)
        1    0.000    0.000    0.000    0.000 workbook.py:1717(_write_book_views)
        5    0.000    0.000    0.000    0.000 worksheet.py:6292(_write_drawings)
        5    0.000    0.000    0.000    0.000 format.py:501(set_bottom)
        1    0.000    0.000    0.000    0.000 contenttypes.py:184(_write_types)
        1    0.000    0.000    0.000    0.000 core.py:128(_write_dcterms_modified)
        1    0.000    0.000    0.000    0.000 theme.py:29(__init__)
        1    0.000    0.000    0.000    0.000 table.py:11(Table)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3989(_ErrorStop)
        1    0.000    0.000    0.000    0.000 transforms.py:770(null)
        1    0.000    0.000    0.000    0.000 mathtext.py:950(StixFonts)
        1    0.000    0.000    0.000    0.000 image.py:1079(PcolorImage)
        1    0.000    0.000    0.000    0.000 widgets.py:663(TextBox)
        3    0.000    0.000    0.000    0.000 _subplots.py:217(<genexpr>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:431(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1320(OffsetImage)
        2    0.000    0.000    0.000    0.000 container.py:17(__new__)
        1    0.000    0.000    0.001    0.001 _base.py:3715(get_yticks)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:933(ToolbarQt)
        1    0.000    0.000    0.000    0.000 compdoc.py:333(_dir_search)
        1    0.000    0.000    0.000    0.000 formatting.py:166(Font)
        1    0.000    0.000    0.000    0.000 ElementTree.py:494(QName)
        6    0.000    0.000    0.000    0.000 necompiler.py:414(<genexpr>)
        2    0.000    0.000    0.000    0.000 necompiler.py:525(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 re.py:330(filter)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
       10    0.000    0.000    0.000    0.000 numeric.py:2163(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:344(_get_normal_name)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _decorators.py:386(Substitution)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
        6    0.000    0.000    0.000    0.000 datetimelike.py:79(InvalidComparison)
        1    0.000    0.000    0.000    0.000 indexing.py:2045(_AtIndexer)
        1    0.000    0.000    0.000    0.000 ops.py:353(BinOp)
        5    0.000    0.000    0.000    0.000 _base.py:718(_get_sheet_name)
        5    0.000    0.000    0.000    0.000 _util.py:153(_validate_freeze_panes)
        1    0.000    0.000    0.000    0.000 sql.py:1510(SQLiteTable)
        1    0.000    0.000    0.000    0.000 _testing.py:2757(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 core.py:104(_write_dc_creator)
        5    0.000    0.000    0.000    0.000 rcsetup.py:204(validate_dpi)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6780(Japanese)
        1    0.000    0.000    0.000    0.000 colors.py:325(ColorConverter)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 collections.py:1023(PolyCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:2203(LogLocator)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 backend_tools.py:522(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 widgets.py:1913(ToolHandles)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        2    0.000    0.000    0.000    0.000 offsetbox.py:124(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:422(<listcomp>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1233(_Sparse_Matrix_coo)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:177(TimerQT)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:1081(_BackendQT5)
        1    0.000    0.000    0.000    0.000 book.py:835(handle_codepage)
        1    0.000    0.000    0.000    0.000 formatting.py:105(initialise_colour_map)
        1    0.000    0.000    0.000    0.000 xlsx.py:470(X12Styles)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:273(__init__)
        1    0.000    0.000    0.011    0.011 _distributor_init.py:10(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        8    0.000    0.000    0.000    0.000 multiarray.py:312(where)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        4    0.000    0.000    0.000    0.000 pathlib.py:89(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:577(ShallowMixin)
        6    0.000    0.000    0.000    0.000 extension.py:115(_make_wrapped_comparison_op)
        1    0.000    0.000    0.000    0.000 parsers.py:1966(CParserWrapper)
        1    0.000    0.000    0.000    0.000 html.py:633(_LxmlFrameParser)
        5    0.000    0.000    0.000    0.000 worksheet.py:6308(_write_legacy_drawing)
        5    0.000    0.000    0.000    0.000 worksheet.py:6321(_write_legacy_drawing_hf)
        1    0.000    0.000    0.000    0.000 __init__.py:1828(Locked)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4202(MatchFirst)
        1    0.000    0.000    0.000    0.000 colors.py:93(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1143(Colorbar)
        1    0.000    0.000    0.000    0.000 collections.py:1652(CircleCollection)
        1    0.000    0.000    0.000    0.000 text.py:1199(set_fontproperties)
        1    0.000    0.000    0.000    0.000 mathtext.py:386(Fonts)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:86(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 backend_tools.py:159(ToolToggleBase)
        4    0.000    0.000    0.000    0.000 figure.py:78(<listcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:157(__call__)
        1    0.000    0.000    0.000    0.000 dates.py:1229(RRuleLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:913(AuxTransformBox)
        2    0.000    0.000    0.000    0.000 legend_handler.py:61(_update_prop)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 axis.py:515(YTick)
        1    0.000    0.000    0.000    0.000 geo.py:260(AitoffAxes)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:529(MainWindow)
        1    0.000    0.000    0.000    0.000 _formlayout.py:209(FormWidget)
       10    0.000    0.000    0.000    0.000 xlsx.py:488(do_cellxfs)
        2    0.000    0.000    0.000    0.000 necompiler.py:309(isReduction)
        4    0.000    0.000    0.000    0.000 necompiler.py:332(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 typing.py:118(TypingMeta)
        1    0.000    0.000    0.000    0.000 typing.py:160(_TypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:1375(_ClassVar)
        1    0.000    0.000    0.000    0.000 config.py:184(__init__)
        3    0.000    0.000    0.000    0.000 config.py:818(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 zipfile.py:989(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 merge.py:1541(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 parquet.py:49(BaseImpl)
        1    0.000    0.000    0.000    0.000 pytables.py:2159(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 workbook.py:1682(_write_file_version)
       10    0.000    0.000    0.000    0.000 worksheet.py:3934(_sort_pagebreaks)
        5    0.000    0.000    0.000    0.000 format.py:160(set_bold)
        5    0.000    0.000    0.000    0.000 format.py:592(set_top)
        1    0.000    0.000    0.000    0.000 packager.py:560(_write_drawing_rels_files)
        1    0.000    0.000    0.000    0.000 styles.py:533(_write_style_xf)
        1    0.000    0.000    0.000    0.000 chart_bar.py:12(ChartBar)
        2    0.000    0.000    0.000    0.000 rcsetup.py:331(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6840(pyparsing_test)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        2    0.000    0.000    0.000    0.000 transforms.py:942(minposy)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 patches.py:1314(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1528(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1905(_Style)
        1    0.000    0.000    0.000    0.000 mathtext.py:1446(Char)
        1    0.000    0.000    0.004    0.004 mathtext.py:2838(<lambda>)
        1    0.000    0.000    0.000    0.000 gridspec.py:407(SubplotSpec)
        1    0.000    0.000    0.000    0.000 image.py:1212(FigureImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1254(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3054(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:2559(PolygonSelector)
        1    0.000    0.000    0.000    0.000 figure.py:160(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 dates.py:1149(DateLocator)
        2    0.000    0.000    0.000    0.000 offsetbox.py:368(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:746(TextArea)
        7    0.000    0.000    0.000    0.000 scale.py:60(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 scale.py:109(FuncTransform)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerAxes)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:349(ThetaAxis)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:17(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 formatting.py:1103(XFBorder)
        1    0.000    0.000    0.000    0.000 xlsx.py:526(X12Sheet)
        2    0.000    0.000    0.000    0.000 common.py:93(_generate_etree_functions)
        4    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 _datasource.py:169(__init__)
